Movie Name,Name,Year
HALAL KI KAMAI (1988),HALAL KI KAMAI,1988
HALF TICKET (1962),HALF TICKET,1962
HALLAGULLA (1954),HALLAGULLA,1954
HAMARA ADHIKAR (1970),HAMARA ADHIKAR,1970
HAMARA DESH (1940),HAMARA DESH,1940
HAMARA GHAR (1950),HAMARA GHAR,1950
HAMARA GHAR (1964),HAMARA GHAR,1964
HAMARA HAJ (1957),HAMARA HAJ,1957
HAMARA KHANDAAN (1988),HAMARA KHANDAAN,1988
HAMARA SANSAR (1978),HAMARA SANSAR,1978
HAMARA WATAN (1956),HAMARA WATAN,1956
HAMARE GAM SE MAT KHELO (1967),HAMARE GAM SE MAT KHELO,1967
HAMARI BAAT (1943),HAMARI BAAT,1943
HAMARI BAHU ALKA (1982),HAMARI BAHU ALKA,1982
HAMARI BETI (1950),HAMARI BETI,1950
HAMARI BETIYAN (1936),HAMARI BETIYAN,1936
HAMARI DUNIYA (1952),HAMARI DUNIYA,1952
HAMARI KISMAT (1949),HAMARI KISMAT,1949
HAMARI MANZIL (1949),HAMARI MANZIL,1949
HAMARI SHAAN (1951),HAMARI SHAAN,1951
HAMARI YAAD AAYEGI (1961),HAMARI YAAD AAYEGI,1961
HAMDARD (1953),HAMDARD,1953
HAMEER HAATH (1964),HAMEER HAATH,1964
HAMEN BHI JEENEDO (1962),HAMEN BHI JEENEDO,1962
HAMEN KHELNE DO (1962),HAMEN KHELNE DO,1962
HAMESHA (1997),HAMESHA,1997
HAMLET (1935),HAMLET,1935
HAMLET (1954),HAMLET,1954
HAMSE NA JEETA KOI (1983),HAMSE NA JEETA KOI,1983
HANGAMA (1952),HANGAMA,1952
HANGAMA (1971),HANGAMA,1971
HANSO HANSO AYE DUNIYAWALO (1942),HANSO HANSO AYE DUNIYAWALO,1942
HANSTE ANSOO (1950),HANSTE ANSOO,1950
HANSTE KHELTE (1984),HANSTE KHELTE,1984
HANSTE REHNA (1950),HANSTE REHNA,1950
HANSTE ZAKHM (1973),HANSTE ZAKHM,1973
HANUMAN CHALISA (1969),HANUMAN CHALISA,1969
HANUMAN JANM (1954),HANUMAN JANM,1954
HANUMAN PATAL VIJAY (1951),HANUMAN PATAL VIJAY,1951
HANUMAN VIJAY (1974),HANUMAN VIJAY,1974
HAQDAAR (1981),HAQDAAR,1981
HAQEEQAT (1964),HAQEEQAT,1964
HAQEEQAT (1985),HAQEEQAT,1985
HAQEEQAT (1995),HAQEEQAT,1995
HAQUE (1991),HAQUE,1991
HAR HAR GANGE (1968),HAR HAR GANGE,1968
HAR HAR GANGE (1979),HAR HAR GANGE,1979
HAR HAR MAHADEV (1950),HAR HAR MAHADEV,1950
HAR HAR MAHADEV (1974),HAR HAR MAHADEV,1974
HARE KANCH KI CHURIYAN (1967),HARE KANCH KI CHURIYAN,1967
HARE RAMA HARE KRISHNA (1971),HARE RAMA HARE KRISHNA,1971
HARFAN MAULA (1976),HARFAN MAULA,1976
HARI DARSHAN (1953),HARI DARSHAN,1953
HARI DARSHAN (1972),HARI DARSHAN,1972
HARIHAR VHAKTI(1956),HARIHAR VHAKTI,1956
HARISHCHANDRA (1958),HARISHCHANDRA,1958
HARISHCHANDRA TARAMATI (1963),HARISHCHANDRA TARAMATI,1963
HARISHCHANDRA TARAMATI (1970),HARISHCHANDRA TARAMATI,1970
HARIYALI AUR RAASTA (1962),HARIYALI AUR RAASTA,1962
HARJAEE (1981),HARJAEE,1981
HASEENA MAAN JAYEGI (1999),HASEENA MAAN JAYEGI,1999
HASEENO KA DEVTA (1971),HASEENO KA DEVTA,1971
HASEINA (1955),HASEINA,1955
HASINA MAAN JAYEGI (1968),HASINA MAAN JAYEGI,1968
HASTI (1993),HASTI,1993
HATHKADI (1958),HATHKADI,1958
HATHKADI (1982),HATHKADI,1982
HATHON KI LAKEER (1986),HATHON KI LAKEER,1986
HATHYAAR (1989),HATHYAAR,1989
HATIMTAI (1947),HATIMTAI,1947
HATIMTAI (1956),HATIMTAI,1956
HATIMTAI (1990),HATIMTAI,1990
HATIMTAI KI BETI (1955),HATIMTAI KI BETI,1955
HATTHKADI (1995),HATTHKADI,1995
HATYA (1988),HATYA,1988
HATYA CHAKRA (1995),HATYA CHAKRA,1995
HATYARA (1977),HATYARA,1977
HATYARA (1998),HATYARA,1998
HATYARE (1990),HATYARE,1990
HATYARIN (1991),HATYARIN,1991
HAVELI (1970),HAVELI,1970
HAVELI (1985),HAVELI,1985
HAWALAAT (1987),HAWALAAT,1987
HAWAMAHAL (1962),HAWAMAHAL,1962
HAWAS (1974),HAWAS,1974
HAYE MERA DIL (1968),HAYE MERA DIL,1968
HAYE MERI JAAN (1991),HAYE MERI JAAN,1991
HAZAR PARIYAN (1959),HAZAR PARIYAN,1959
HAZAR RATEN (1953),HAZAR RATEN,1953
HEER (1956),HEER,1956
HEER RANJHA (1948),HEER RANJHA,1948
HEER RANJHA (1970),HEER RANJHA,1970
HEER RANJHA (1992),HEER RANJHA,1992
HEERA (1947),HEERA,1947
HEERA (1973),HEERA,1973
HEERA AUR PATTHAR (1977),HEERA AUR PATTHAR,1977
HEERA MOTI (1959),HEERA MOTI,1959
HEERA MOTI (1979),HEERA MOTI,1979
HEERA PANNA (1973),HEERA PANNA,1973
HEERALAL PANNALAL (1978),HEERALAL PANNALAL,1978
HEERON KA CHOR (1982),HEERON KA CHOR,1982
Hello Brother (1999),Hello Brother,1999
HENNA (1991),HENNA,1991
HERA PHERI (1976),HERA PHERI,1976
HERA PHERI(2000),HERA PHERI,2000
HERCULES (1964),HERCULES,1964
HERO (1983),HERO,1983
HERO HINDUSTANI (1998),HERO HINDUSTANI,1998
HERO HIRALAL (1988),HERO HIRALAL,1988
HERO N0.1 (1939),HERO N0.1,1939
HERO NO.1 (1997),HERO NO.1,1997
HEY RAAM,HE, RAA
HIFAZAT (1975),HIFAZAT,1975
HIFAZAT (1987),HIFAZAT,1987
HILL STATION (1957),HILL STATION,1957
HIMALAY KE ANCHAL MEIN (1995),HIMALAY KE ANCHAL MEIN,1995
HIMALAY KI BETI (1938),HIMALAY KI BETI,1938
HIMALAY KI GOD MEIN (1965),HIMALAY KI GOD MEIN,1965
HIMALAY SE CONCHA (1975),HIMALAY SE CONCHA,1975
HIMALYAPUTRA (1997),HIMALYAPUTRA,1997
HIMMAT (1941),HIMMAT,1941
HIMMAT (1970),HIMMAT,1970
HIMMAT (1996),HIMMAT,1996
HIMMAT AUR MEHNAT (1987),HIMMAT AUR MEHNAT,1987
HIMMAT-E-MARDAN (1935),HIMMAT-E-MARDAN,1935
HIMMATWALA (1983),HIMMATWALA,1983
HIMMATWALA (1998),HIMMATWALA,1998
HIMMATWALI (1947),HIMMATWALI,1947
HIMMATWAR (1996),HIMMATWAR,1996
HIND KA LAL (1940),HIND KA LAL,1940
HINDUSTAN HAMARA (1940),HINDUSTAN HAMARA,1940
HINDUSTAN HAMARA (1950),HINDUSTAN HAMARA,1950
HINDUSTAN KI KASAM (1973),HINDUSTAN KI KASAM,1973
HINDUSTAN KI KASAM (1999),HINDUSTAN KI KASAM,1999
HINDUSTANI (1996),HINDUSTANI,1996
HIP HIP HURRAY (1984),HIP HIP HURRAY,1984
HIRASAT (1987),HIRASAT,1987
HISAAB KHOON KA (1989),HISAAB KHOON KA,1989
HITLER (1998),HITLER,1998
HOGI PYAR KI JIT(1999),HOGI PYAR KI JIT,1999
HOLI (1940),HOLI,1940
HOLI (1984),HOLI,1984
HOLI AYEE RE (1970),HOLI AYEE RE,1970
HOLIDAY IN BOMBAY (1941),HOLIDAY IN BOMBAY,1941
HOLIDAY IN BOMBAY (1963),HOLIDAY IN BOMBAY,1963
HONEY (1982),HONEY,1982
HONEYMOON (1960),HONEYMOON,1960
HONEYMOON (1973),HONEYMOON,1973
HONEYMOON (1992),HONEYMOON,1992
HONG KONG (1962),HONG KONG,1962
HONHAR (1936),HONHAR,1936
HONHAR BACHCHEY (1988),HONHAR BACHCHEY,1988
HOOR-E-ARAB (1955),HOOR-E-ARAB,1955
HOSHIYAR (1985),HOSHIYAR,1985
HOSPITAL (1943),HOSPITAL,1943
Hote Hote Pyar Ho Gaya (1999),Hote Hote Pyar Ho Gaya,1999
HOTEL (1956),HOTEL,1956
HOTEL (1981),HOTEL,1981
HOUSE NO. 13 (1991),HOUSE NO. 13,1991
HOUSE NO. 44 (1955),HOUSE NO. 44,1955
HOWRAH BRIDGE (1958],HOWRAH BRIDGE,1958
HOWRAH EXPRESS (1961),HOWRAH EXPRESS,1961
HU TU TU (1999),HU TU TU,1999
HUA SAVERA (1948),HUA SAVERA,1948
HUKUM KA IKKA (1939),HUKUM KA IKKA,1939
HUKUM KA IKKA (1964),HUKUM KA IKKA,1964
HUKUMAT (1987),HUKUMAT,1987
HUKUMNAMA (1995),HUKUMNAMA,1995
HULCHAL (1951),HULCHAL,1951
HULCHAL (1971),HULCHAL,1971
HULCHAL (1995),HULCHAL,1995
HULLAGULLA (1954),HULLAGULLA,1954
HUM (1991),HUM,1991
HUM AAP KE DIL MEIN REHTE HAIN (1999),HUM AAP KE DIL MEIN REHTE HAIN,1999
HUM AAPKE HAIN KAUN (1994),HUM AAPKE HAIN KAUN,1994
HUM BHI INSAAN HAIN (1948),HUM BHI INSAAN HAIN,1948
HUM BHI INSAAN HAIN (1989),HUM BHI INSAAN HAIN,1989
HUM BHI KUCHH KUM NAHIN (1958),HUM BHI KUCHH KUM NAHIN,1958
Hum Dil De Chuke Sanam (1999),Hum Dil De Chuke Sanam,1999
HUM DIWANE (1965),HUM DIWANE,1965
HUM DO DAKU (1967),HUM DO DAKU,1967
HUM DO HAMARE DO (1985),HUM DO HAMARE DO,1985
HUM DONO (1961),HUM DONO,1961
HUM DONO (1985),HUM DONO,1985
HUM DONO (1995),HUM DONO,1995
HUM EK HAIN (1946),HUM EK HAIN,1946
HUM EK HAIN (1969),HUM EK HAIN,1969
HUM FARISHTE NAHIN (1988),HUM FARISHTE NAHIN,1988
HUM HAIN BEMISAL (1994),HUM HAIN BEMISAL,1994
HUM HAIN KAMAL KE (1993),HUM HAIN KAMAL KE,1993
HUM HAIN KHALNAYAK (1996),HUM HAIN KHALNAYAK,1996
HUM HAIN PREMI (1996),HUM HAIN PREMI,1996
HUM HAIN RAHI PYAR KE (1993),HUM HAIN RAHI PYAR KE,1993
HUM HINDUSTANI (1960),HUM HINDUSTANI,1960
HUM INTEZAAR KARENGE (1989),HUM INTEZAAR KARENGE,1989
HUM KAHAN JA RAHE HAIN (1966),HUM KAHAN JA RAHE HAIN,1966
HUM KISI SE KUM NAHIN (1977),HUM KISI SE KUM NAHIN,1977
HUM MAIN LAJAWAB (1984),HUM MAIN LAJAWAB,1984
HUM MAIN LAJAWAB (1984),HUM MAIN LAJAWAB,1984
HUM MATWALE NAUJAWAN (1961),HUM MATWALE NAUJAWAN,1961
HUM NAHIN JHUKEN GE (1985),HUM NAHIN JHUKEN GE,1985
HUM NAHIN SUDHREN GE (1980),HUM NAHIN SUDHREN GE,1980
HUM NAUJAWAN (1986),HUM NAUJAWAN,1986
HUM PAANCH (1981),HUM PAANCH,1981
HUM PANCHHI EK DALKE (1957),HUM PANCHHI EK DALKE,1957
HUM RAHE NA HUM (1984),HUM RAHE NA HUM,1984
Hum Saath Saath Hain (1999),Hum Saath Saath Hain,1999
HUM SAB CHOR MAIN (1995,HUM SAB CHOR MAIN,(199
HUM SE BADHKAR KAUN (1981),HUM SE BADHKAR KAUN,1981
HUM SE BADHKAR KAUN (1998),HUM SE BADHKAR KAUN,1998
HUM SE HAI MUQABLA (1995),HUM SE HAI MUQABLA,1995
HUM SE HAI ZAMANA (1983),HUM SE HAI ZAMANA,1983
HUM SHAKAL (1982),HUM SHAKAL,1982
HUM SHAKAL (1992),HUM SHAKAL,1992
HUM SUB CHOR HAIN (1973),HUM SUB CHOR HAIN,1973
HUM SUB CHOR MAIN (1956),HUM SUB CHOR MAIN,1956
HUM SUB USTAD HAIN (1965),HUM SUB USTAD HAIN,1965
HUM TERE ASHIQ HAIN (1979),HUM TERE ASHIQ HAIN,1979
HUM TO CHALE PARDES (1988),HUM TO CHALE PARDES,1988
HUM TO MOHABBAT KARE GA (2000),HUM TO MOHABBAT KARE GA,2000
HUM TUM AUR WOH (1971),HUM TUM AUR WOH,1971
Hum Tum Pe Marte Hain (1999),Hum Tum Pe Marte Hain,1999
HUMJOLI (1946),HUMJOLI,1946
HUMJOLI (1970),HUMJOLI,1970
HUMKADAM (1980),HUMKADAM,1980
HUMLA (1992),HUMLA,1992
HUMLOG (1951),HUMLOG,1951
HUMNE PYAR KIYA (1991),HUMNE PYAR KIYA,1991
HUMRAAZ (1967),HUMRAAZ,1967
HUMRAHI (1974),HUMRAHI,1974
HUMRAHl (1945),HUMRAHl,1945
HUMRAHl (1963),HUMRAHl,1963
HUMSAFAR (1953),HUMSAFAR,1953
HUMSAYA (1968),HUMSAYA,1968
HUMSE NA JEETA KOI (1983),HUMSE NA JEETA KOI,1983
HUNDRED (100) DAYS (1991),HUNDRED (100) DAYS,1991
HUNTERWALI (1959),HUNTERWALI,1959
HUNTERWALI 77 (1978),HUNTERWALI 77,1978
HURRICANE EXPRESS (1961),HURRICANE EXPRESS,1961
HUSN AUR ISHQ (1966),HUSN AUR ISHQ,1966
HUSN BANOO (1956),HUSN BANOO,1956
HUSN KA CHOR (1953),HUSN KA CHOR,1953
HUSN KA GHULAM (1933),HUSN KA GHULAM,1933
HUSN KA GHULAM (1966),HUSN KA GHULAM,1966
HYDERABAD BLUES (1998) (ENGLISH),HYDERABAD BLUES (1998) (EN,LISH
HYDRABAD KI NAZNEEN (1952),HYDRABAD KI NAZNEEN,1952
IDD KA CHAND (1964),IDD KA CHAND,1964
IKKE PE IKKA (1994),IKKE PE IKKA,1994
IKRAAR (1979),IKRAAR,1979
ILZAAM (1986),ILZAAM,1986
IMTIHAAN (1974),IMTIHAAN,1974
INAAM (1955),INAAM,1955
INDIA IN AFRICA (1939),INDIA IN AFRICA,1939
INSAAF (1956),INSAAF,1956
INSAAF KI AWAZ (1986),INSAAF KI AWAZ,1986
INSAAF KI JUNG (1988),INSAAF KI JUNG,1988
INSAAF MAIN KAROON GA (1985),INSAAF MAIN KAROON GA,1985
INSAAN JAAG UTHA (1959),INSAAN JAAG UTHA,1959
INSAAN YA SHAITAN (1933),INSAAN YA SHAITAN,1933
INSAANIYAT (1955),INSAANIYAT,1955
INSPECTER DHANUSH (1991),INSPECTER DHANUSH,1991
INTEZAR (1973),INTEZAR,1973
IRAADA (1990),IRAADA,1990
IS KI TOPI USKE SAR (1998),IS KI TOPI USKE SAR,1998
IS RAAT KI SUBAH NAHIN (1996),IS RAAT KI SUBAH NAHIN,1996
ISHQ MEIN JEENA ISHQ MEIN MARNA (1994),ISHQ MEIN JEENA ISHQ MEIN MARNA,1994
ISHWAR BHAKTI(1951),ISHWAR BHAKTI,1951
ISI KA NAAM DUNIYA HAI (1962),ISI KA NAAM DUNIYA HAI,1962
ISI KA NAAM ZINDAGI (1992),ISI KA NAAM ZINDAGI,1992
ITNI JALDI KYA HAI (1986),ITNI JALDI KYA HAI,1986
IZZATDAR (1990),IZZATDAR,1990
JADUGAR (1954),JADUGAR,1954
JAAG UTHA INSAAN (1984),JAAG UTHA INSAAN,1984
JAAGO HUA SAVERA (1987),JAAGO HUA SAVERA,1987
JAAL (1952),JAAL,1952
JAAL (1967),JAAL,1967
JAAL (1986),JAAL,1986
JAALI NOTE (1960),JAALI NOTE,1960
JAALSAAZ (1959),JAALSAAZ,1959
JAAN (1996),JAAN,1996
JAAN HAAZIR HAI (1975),JAAN HAAZIR HAI,1975
JAAN HATHELI PE (1987),JAAN HATHELI PE,1987
JAAN KI BAAZI (1985),JAAN KI BAAZI,1985
JAAN KI KASAM (1991),JAAN KI KASAM,1991
JAAN LADA DENGE (1990),JAAN LADA DENGE,1990
JAAN NISSAR (1934),JAAN NISSAR,1934
JAAN PAHECHAN (1950),JAAN PAHECHAN,1950
JAAN PAR KHEL KAR (1993),JAAN PAR KHEL KAR,1993
JAAN PEHCHAN (1991),JAAN PEHCHAN,1991
JAAN SE PYARA (1992),JAAN SE PYARA,1992
JAAN TERE NAAM (1992),JAAN TERE NAAM,1992
JAANAM (1993),JAANAM,1993
JAANAM SAMJHA KARO (1999),JAANAM SAMJHA KARO,1999
JAANBAAZ (1986),JAANBAAZ,1986
JAANDAAR (1979),JAANDAAR,1979
JAAN-E-BAHAAR (1979),JAAN-E-BAHAAR,1979
JAAN-E-JIGAR (1998),JAAN-E-JIGAR,1998
JAANEMAN (1976),JAANEMAN,1976
JAAN-E-WAFA (1990),JAAN-E-WAFA,1990
JAANI DOST (1983),JAANI DOST,1983
JAANI DUSHMAN (1979),JAANI DUSHMAN,1979
JAANWAR (1999),JAANWAR,1999
JAAYEN TO JAAYEN KAHAN (1980),JAAYEN TO JAAYEN KAHAN,1980
JAB ANDHERA HOTA HAI (1974),JAB ANDHERA HOTA HAI,1974
JAB JAB PHOOL KHILE (1965),JAB JAB PHOOL KHILE,1965
JAB PYAR KISI SE HOTA HAI (1961),JAB PYAR KISI SE HOTA HAI,1961
JAB PYAR KISI SE HOTA HAI (1998),JAB PYAR KISI SE HOTA HAI,1998
JAB SE TUMHE DEKHA HAI (1963),JAB SE TUMHE DEKHA HAI,1963
JAB YAAD KISI KI AATI HAI (1967),JAB YAAD KISI KI AATI HAI,1967
JADU (1951),JADU,1951
JADU (1966),JADU,1966
JADU MAHAL (1962),JADU MAHAL,1962
JADU NAGRI (1961),JADU NAGRI,1961
JADU TONA (1977),JADU TONA,1977
JADUGAR (1989),JADUGAR,1989
JADUGAR DAKU (1962),JADUGAR DAKU,1962
JADUI ANGOOTHI (1948),JADUI ANGOOTHI,1948
JADUI ANGOOTHI (1964),JADUI ANGOOTHI,1964
JADUI BANDHAN (1941),JADUI BANDHAN,1941
JADUI BANSARI (1948),JADUI BANSARI,1948
JADUI CHITRA (1948),JADUI CHITRA,1948
JAGAT MOHINI (1979),JAGAT MOHINI,1979
JAGGU (1952),JAGGU,1952
JAGGU (1975),JAGGU,1975
JAGGU DAKU (1959),JAGGU DAKU,1959
JAGIR (1959),JAGIR,1959
JAGIR (1984),JAGIR,1984
JAGIRDAR (1937),JAGIRDAR,1937
JAGRAN (1936),JAGRAN,1936
JAGRITI (1954),JAGRITI,1954
JAGRITI (1977),JAGRITI,1977
JAGRITI (1992),JAGRITI,1992
JAGTE RAHO (1956),JAGTE RAHO,1956
JAHAN ARA (1964),JAHAN ARA,1964
JAHAN PYAR MILE (1969),JAHAN PYAR MILE,1969
JAHAN SATI WAHIN BHAGAWAN (1965),JAHAN SATI WAHIN BHAGAWAN,1965
Jahan Tum Le Chalo (1999),Jahan Tum Le Chalo,1999
JAHAZI LUTERA (1957),JAHAZI LUTERA,1957
JAI AMBE (1957),JAI AMBE,1957
JAI AMBE MAA (1977),JAI AMBE MAA,1977
JAI BABA AMARNATH (1983),JAI BABA AMARNATH,1983
JAI BAJRANGBALI (1976),JAI BAJRANGBALI,1976
JAI BANGLADESH (1971),JAI BANGLADESH,1971
JAI BHAWANI (1961),JAI BHAWANI,1961
JAI DWARKADHISH (1977),JAI DWARKADHISH,1977
JAI GANESH (1978),JAI GANESH,1978
JAI HANUMAN (1948),JAI HANUMAN,1948
JAI HANUMAN (1973),JAI HANUMAN,1973
JAI HIND (1999),JAI HIND,1999
JAI HO MOHABBAT KI (1962),JAI HO MOHABBAT KI,1962
JAI JAWAN JAI MAKAN (1971),JAI JAWAN JAI MAKAN,1971
JAI KAROLI MAA (1988),JAI KAROLI MAA,1988
JAI KISHAN (1994),JAI KISHAN,1994
JAI MAA VAISHNAV DEVI (1995),JAI MAA VAISHNAV DEVI,1995
JAI MAHAKALI (1951),JAI MAHAKALI,1951
JAI MAHAKALI (1979),JAI MAHAKALI,1979
JAI MAHALAXMI (1951),JAI MAHALAXMI,1951
JAI MAHALAXMI MAA (1976),JAI MAHALAXMI MAA,1976
JAI RADHAKRISHNA (1974),JAI RADHAKRISHNA,1974
JAI SANTOSHI MAA (1975),JAI SANTOSHI MAA,1975
JAI SHANKER (1951),JAI SHANKER,1951
JAI SHIREE (1956),JAI SHIREE,1956
JAI SINGH (1959),JAI SINGH,1959
JAI VIKRANTA (1995),JAI VIKRANTA,1995
JAIHIND (1948),JAIHIND,1948
JAIL YATRA (1947),JAIL YATRA,1947
JAIL YATRA (1981),JAIL YATRA,1981
JAILOR (1958),JAILOR,1958
JAISE KO TAISA (1973),JAISE KO TAISA,1973
JAISI KARNI WAISI BHARNI (1989),JAISI KARNI WAISI BHARNI,1989
JAL BIN MACHALI NRITYA BIN BIJLI (1971),JAL BIN MACHALI NRITYA BIN BIJLI,1971
JAL MAHAL (1980),JAL MAHAL,1980
JAL PARI (1952),JAL PARI,1952
JAL TARANG (1949),JAL TARANG,1949
JALAN (1978),JALAN,1978
JALDEEP (1956),JALDEEP,1956
JALIANWALA BAGH (1987),JALIANWALA BAGH,1987
JALIANWALA BAGH KI JYOTI (1953),JALIANWALA BAGH KI JYOTI,1953
JALLAD (1956),JALLAD,1956
JALLAD (1995),JALLAD,1995
JALSA (1948),JALSA,1948
JALTE BADAN (1973),JALTE BADAN,1973
JALTE DEEP (1950),JALTE DEEP,1950
JALTI NISHANI (1932),JALTI NISHANI,1932
JALTI NISHANI (1957),JALTI NISHANI,1957
JALWA (1955),JALWA,1955
JALWA (1987),JALWA,1987
JAMAI RAJA (1990),JAMAI RAJA,1990
JANAM (1986),JANAM,1986
JANAM JANAM (1988),JANAM JANAM,1988
JANAM JANAM KE PHERE (1957),JANAM JANAM KE PHERE,1957
JANAM KUNDLI (1995),JANAM KUNDLI,1995
JANAM SE PEHLEY (1994),JANAM SE PEHLEY,1994
JANE ANJANE (1971),JANE ANJANE,1971
JANE BHI DO YAARON (1984),JANE BHI DO YAARON,1984
JANGAL MEIN MANGAL (1972),JANGAL MEIN MANGAL,1972
JANMABHOOMI (1936),JANMABHOOMI,1936
JANNAT (1957),JANNAT,1957
JANOO (1985),JANOO,1985
JANTA HAWALDAAR (1979),JANTA HAWALDAAR,1979
JANTA KI ADALAT(1994),JANTA KI ADALAT,1994
JANTAR MANTAR (1964),JANTAR MANTAR,1964
JANWAR (1965),JANWAR,1965
JANWAR (1983),JANWAR,1983
JANWAR AUR INSAAN (1972),JANWAR AUR INSAAN,1972
JASHN (1955),JASHN,1955
JASOOS (1947),JASOOS,1947
JASOOS (1955),JASOOS,1955
JAWAB (1942),JAWAB,1942
JAWAB (1955),JAWAB,1955
JAWAB (1970),JAWAB,1970
JAWAB (1985),JAWAB,1985
JAWAB (1995),JAWAB,1995
JAWAB HUM DENGE (1987),JAWAB HUM DENGE,1987
JAWAHAR (1991),JAWAHAR,1991
JAWAN (1985),JAWAN,1985
JAWAN MARD (1966),JAWAN MARD,1966
JAWAN MOHABBAT (1971),JAWAN MOHABBAT,1971
JAWANI (1984),JAWANI,1984
JAWANI DIWANI (1972),JAWANI DIWANI,1972
JAWANI KI AAG (1951),JAWANI KI AAG,1951
JAWANI KI BHOOL (1981),JAWANI KI BHOOL,1981
JAWANI KI HAWA (1935),JAWANI KI HAWA,1935
JAWANI KI HAWA (1959),JAWANI KI HAWA,1959
JAWANI KI LEHREN (1988),JAWANI KI LEHREN,1988
JAWANI ZINDABAD (1990),JAWANI ZINDABAD,1990
JAY JWALA (1972),JAY JWALA,1972
JAY VIJAY (1977),JAY VIJAY,1977
JAYSHREE (1956),JAYSHREE,1956
JAZBAAT (1980),JAZBAAT,1980
JAZBAAT (1994),JAZBAAT,1994
JEENA HAI PYAR MEIN (1983),JEENA HAI PYAR MEIN,1983
JEENA ISEE KA NAAM HAI (1982),JEENA ISEE KA NAAM HAI,1982
JEENA MARNA TERE SANG (1992),JEENA MARNA TERE SANG,1992
JEENA TERI GALI MEIN (1991),JEENA TERI GALI MEIN,1991
JEENA YAHAN (1981),JEENA YAHAN,1981
JEENE DO (1948),JEENE DO,1948
JEENE DO (1990),JEENE DO,1990
JEENE KI ARZOO (1981),JEENE KI ARZOO,1981
JEENE KI RAAH (1969),JEENE KI RAAH,1969
JEENE KI SAZA (1991),JEENE KI SAZA,1991
JEENE NAHIN DOONGA (1984),JEENE NAHIN DOONGA,1984
JEENGO (aka King of Jungle)(1952),JEENGO (aka King of Jungle),1952
JEEO AUR JEENE DO (1982),JEEO AUR JEENE DO,1982
JEET (1949),JEET,1949
JEET (1972),JEET,1972
JEET (1996),JEET,1996
JEET HAMARI (1983),JEET HAMARI,1983
JEET KISKI (1952),JEET KISKI,1952
JEETE HAIN SHAN SE (1988),JEETE HAIN SHAN SE,1988
JEETE RAHO (1949),JEETE RAHO,1949
JEEVA (1986),JEEVA,1986
JEEVAN (1944),JEEVAN,1944
JEEVAN DAATA (1991),JEEVAN DAATA,1991
JEEVAN DHARA (1982),JEEVAN DHARA,1982
JEEVAN EK SANGHURSH (1990),JEEVAN EK SANGHURSH,1990
JEEVAN JYOTI (1953),JEEVAN JYOTI,1953
JEEVAN JYOTI (1976),JEEVAN JYOTI,1976
JEEVAN Kl SHATRANJ (1993),JEEVAN Kl SHATRANJ,1993
JEEVAN MRITYU (1970),JEEVAN MRITYU,1970
JEEVAN MUKUT (1977),JEEVAN MUKUT,1977
JEEVAN NAIYA (1936),JEEVAN NAIYA,1936
JEEVAN NATAK (1935),JEEVAN NATAK,1935
JEEVAN NAUKA (1952),JEEVAN NAUKA,1952
JEEVAN PRABHAT (1937),JEEVAN PRABHAT,1937
JEEVAN REKHA (1974),JEEVAN REKHA,1974
JEEVAN SANGRAM (1974),JEEVAN SANGRAM,1974
JEEVAN SATHI (1949),JEEVAN SATHI,1949
JEEVAN SATHI (1957),JEEVAN SATHI,1957
JEEVAN SUKH (1973),JEEVAN SUKH,1973
JEEVAN YATRA (1947),JEEVAN YATRA,1947
JEEVAN YUDH (1997),JEEVAN YUDH,1997
Jeevantara (1951),Jeevantara,1951
JEEYO SHAAN SE (1997),JEEYO SHAAN SE,1997
JEWEL THIEF (1967),JEWEL THIEF,1967
JHAMELA (1953),JHAMELA,1953
JHANAK JHANAK PAYAL BAJE(1955),JHANAK JHANAK PAYAL BAJE,1955
JHANJAR (1953),JHANJAR,1953
JHANJHAR (1987),JHANJHAR,1987
JHANSI KI RANI (1953),JHANSI KI RANI,1953
JHEEL KE US PAAR (1973),JHEEL KE US PAAR,1973
JHOOLA (1941),JHOOLA,1941
JHOOLA (1962),JHOOLA,1962
JHOOM UTHA AKAASH (1973),JHOOM UTHA AKAASH,1973
JHOOT BOLE KAUWA KATE (1998),JHOOT BOLE KAUWA KATE,1998
JHOOTA KAHIN KA (1979),JHOOTA KAHIN KA,1979
JHOOTHA SACH (1984),JHOOTHA SACH,1984
JHOOTHI (1986),JHOOTHI,1986
JHUK GAYA AASMAAN (1968),JHUK GAYA AASMAAN,1968
JHUMROO (1961),JHUMROO,1961
JI CHAHTA HAI (1964),JI CHAHTA HAI,1964
JIGAR (1949),JIGAR,1949
JIGAR (1992),JIGAR,1992
JIGARWALA (1991),JIGARWALA,1991
JIGRI DOST (1969),JIGRI DOST,1969
JIMBO KI BETI (1959),JIMBO KI BETI,1959
JINGO (1952),JINGO,1952
JIS DESH MEIN GANGA BEHTI HAI (1960),JIS DESH MEIN GANGA BEHTI HAI,1960
JIS DESH MEIN GANGA REHTA HAI(2000),JIS DESH MEIN GANGA REHTA HAI,2000
JIYAALA (1998),JIYAALA,1998
JIYO AUR JEENE DO (1969),JIYO AUR JEENE DO,1969
JIYO AUR JEENE DO (1982),JIYO AUR JEENE DO,1982
JIYO RAJA (1949),JIYO RAJA,1949
JIYO TO AISE JIYO (1981),JIYO TO AISE JIYO,1981
